time,SLP_N,SNO_N,TS_N,Extent_Had_Diff_N
2022-09-01,101140.21,9.9356785e-06,270.81345,-1.0781749655243837
2022-10-01,100823.17,1.1120811e-05,261.4353,-2.0910619558371444
2022-11-01,101357.5,9.707191e-06,253.91293,-2.7619665864615186
2022-12-01,101116.87,8.8238885e-06,246.51508,-3.188968970596763
2023-01-01,101450.734,7.969265e-06,246.26213,-3.6477231152438065
2023-02-01,101883.43,7.1974086e-06,243.17223,-3.544839197639998
2023-03-01,101772.08,8.0734135e-06,249.72864,-3.334436447109713
2023-04-01,101635.414,7.797871e-06,256.66104,-2.470175758862098
2023-05-01,101379.41,8.392444e-06,268.11185,-1.6344805566638065
2023-06-01,101146.984,4.5263264e-06,275.24988,-2.5451524941346637
2023-07-01,101016.53,4.281837e-06,277.6621,-2.9049316008297126
2023-08-01,101005.21,7.187868e-06,275.9633,-2.4105438664706655
